,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
3905,Changan,Eado,Saudi,White,Semi Full,1.6,Gas,Automatic,64695,Riyadh,42000,1
3907,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,113000,Riyadh,105000,2
3909,Jeep,Grand Cherokee,Saudi,Black,Semi Full,5.7,Gas,Automatic,175000,Jubail,70000,7
3911,Honda,Civic,Saudi,Silver,Standard,1.6,Gas,Automatic,86000,Makkah,40000,4
3912,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,61000,Dammam,38000,2
3920,Land Rover,Range Rover,Saudi,White,Full,3.0,Gas,Automatic,195000,Dammam,170000,7
3921,Mercedes,GL,Saudi,White,Full,4.6,Gas,Automatic,139000,Dammam,135000,7
3922,BMW,The 6,Saudi,Black,Full,3.0,Gas,Automatic,108000,Dammam,120000,8
3924,Lexus,IS,Gulf Arabic,White,Full,3.5,Gas,Automatic,89000,Dammam,128000,5
3925,Nissan,Sentra,Saudi,White,Standard,1.6,Gas,Automatic,139000,Riyadh,36000,5
3927,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,50000,Riyadh,53000,3
3928,Hyundai,Accent,Saudi,Brown,Standard,1.4,Gas,Automatic,91000,Riyadh,32000,2
3929,Ford,F150,Saudi,Brown,Semi Full,5.4,Gas,Automatic,13000,Dammam,108000,2
3930,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,194000,Riyadh,80000,3
3931,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,36000,Al-Ahsa,43000,2
3933,Dodge,Durango,Saudi,Grey,Semi Full,3.6,Gas,Automatic,244000,Al-Namas,52000,7
3935,Kia,Optima,Saudi,Navy,Semi Full,2.4,Gas,Automatic,173588,Riyadh,36500,6
3936,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,230000,Dammam,35000,7
3937,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,48933,Riyadh,50000,3
3938,Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,40000,Dammam,132000,1
3939,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,99000,Al-Ahsa,129000,4
3940,Kia,Optima,Gulf Arabic,Silver,Full,2.4,Gas,Automatic,200,Al-Medina,45000,7
3948,Nissan,Datsun,Saudi,White,Full,2.4,Gas,Manual,147000,Jazan,45000,6
3950,Toyota,Avalon,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,60000,Tabouk,115000,2
3956,Hyundai,Sonata,Saudi,Another Color,Standard,2.4,Gas,Automatic,7400,Aseer,58000,3
3958,Mazda,CX9,Saudi,Another Color,Full,3.7,Gas,Automatic,124,Qassim,57000,5
3959,FAW,B50,Saudi,Black,Full,1.4,Gas,Automatic,89000,Jeddah,25000,5
3960,GMC,Sierra,Saudi,Black,Standard,5.3,Gas,Automatic,8900,Al-Jouf,130000,2
3962,Hyundai,Elantra,Saudi,White,Full,2.0,Gas,Automatic,245000,Aseer,30000,6
3965,Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,16700,Jeddah,52000,8
3967,Toyota,Avalon,Saudi,White,Semi Full,3.5,Gas,Automatic,6500,Riyadh,140000,0
3968,Cadillac,ATS,Gulf Arabic,Black,Full,2.0,Gas,Automatic,51000,Riyadh,125000,3
3976,Toyota,Avalon,Saudi,Black,Full,3.5,Gas,Automatic,150000,Makkah,58000,10
3981,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,220000,Riyadh,68000,5
3985,Toyota,Rav4,Gulf Arabic,White,Full,2.5,Gas,Automatic,84000,Jubail,85000,3
3986,Ford,Ranger,Saudi,Navy,Standard,2.2,Diesel,Manual,9000,Abha,85000,0
3987,Hyundai,Sonata,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,20000,Riyadh,36000,4
3988,Mazda,3,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000,6
3989,Geely,Other,Saudi,Blue,Full,1.4,Gas,Automatic,45000,Riyadh,36000,4
3990,Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,266000,Riyadh,37000,8
3992,Ford,Victoria,Saudi,Black,Semi Full,4.6,Gas,Automatic,130000,Dammam,70000,6
3993,Cadillac,Escalade,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000,5
4001,Kia,Mohave,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000,7
4004,Ford,Taurus,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000,7
4005,GMC,Yukon,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000,8
4007,Hyundai,Other,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000,9
4008,Hyundai,Tucson,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000,3
4012,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000,4
4013,Toyota,FJ,Saudi,White,Full,4.0,Gas,Automatic,148,Tabouk,98000,5
4014,Toyota,Camry,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000,4
4016,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000,5
4022,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000,5
4024,Mazda,6,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000,7
4025,Nissan,Datsun,Saudi,White,Semi Full,2.0,Gas,Manual,85000,Al-Medina,45000,12
4027,Toyota,Land Cruiser,Saudi,White,Full,4.5,Gas,Automatic,311100,Al-Medina,63000,15
4028,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000,13
4030,Toyota,Land Cruiser Pickup,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000,7
4032,INFINITI,QX,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000,5
4034,Toyota,Camry,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000,4
4035,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500,2
4038,Ford,Taurus,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000,6
4039,Dodge,Charger,Other,Blue,Semi Full,3.6,Gas,Automatic,89000,Dammam,109000,3
4040,Kia,Carnival,Other,White,Semi Full,2.0,Gas,Automatic,85000,Dammam,64000,5
4041,Chrysler,S300,Other,Navy,Full,3.5,Gas,Automatic,66000,Dammam,122000,3
4042,Ford,Flex,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000,7
4043,Ford,Taurus,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000,4
4044,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500,2
4047,Toyota,FJ,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000,9
4048,Hyundai,Elantra,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000,8
4051,Nissan,VTC,Other,White,Full,4.8,Gas,Automatic,39000,Abha,145000,2
4052,Chevrolet,Impala,Gulf Arabic,White,Standard,3.6,Gas,Automatic,255000,Khobar,43000,7
4057,Hyundai,Elantra,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000,4
4058,Chrysler,300,Saudi,Black,Semi Full,5.7,Gas,Automatic,272000,Riyadh,45000,7
4059,Toyota,Prado,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000,5
4060,GMC,Sierra,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000,1
4061,Toyota,Hilux,Other,White,Full,2.7,Gas,Automatic,208,Hail,77000,5
4063,Chevrolet,Caprice,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000,6
4067,Honda,Accord,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Riyadh,45000,7
4072,Mitsubishi,Pajero,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000,4
4073,Honda,Accord,Saudi,White,Semi Full,4.0,Gas,Automatic,349000,Riyadh,48000,7
4075,Chevrolet,Suburban,Saudi,Another Color,Full,5.3,Gas,Automatic,70000,Al-Baha,160000,6
4076,GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000,8
4077,Lexus,ES,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000,5
4081,Geely,EC7,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000,7
4083,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,139400,Tabouk,58000,4
4084,Mazda,CX9,Saudi,Grey,Full,4.0,Gas,Automatic,51000,Riyadh,130000,1
4085,Ford,Taurus,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000,4
4089,Dodge,Durango,Saudi,White,Semi Full,5.7,Gas,Automatic,200900,Jeddah,30000,10
4090,Toyota,Fortuner,Saudi,White,Full,2.7,Gas,Automatic,209,Riyadh,72000,6
4093,Nissan,Bus Urvan,Saudi,White,Standard,2.5,Gas,Manual,106000,Dammam,65000,5
4096,GMC,Yukon,Saudi,Red,Standard,5.3,Gas,Automatic,92000,Dammam,90000,7
4098,Lexus,IS,Saudi,Bronze,Full,3.5,Gas,Automatic,181000,Riyadh,60000,6
4102,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,233000,Jubail,25000,8
4103,Kia,Sorento,Saudi,Black,Semi Full,3.3,Gas,Automatic,182000,Dammam,30000,6
4105,Hyundai,Creta,Saudi,Silver,Semi Full,1.6,Gas,Automatic,120000,Jeddah,50000,4
4107,Ford,Explorer,Saudi,Black,Standard,3.5,Gas,Automatic,228000,Riyadh,65000,5
4112,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000,3
4113,Hyundai,Sonata,Saudi,Silver,Semi Full,2.4,Gas,Automatic,53000,Dammam,79000,2
4114,Kia,Cerato,Saudi,White,Standard,1.6,Gas,Automatic,170000,Riyadh,27000,6
4115,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000,3
4116,Mercedes,E,Other,Black,Standard,3.0,Gas,Automatic,110440,Riyadh,98000,5
4117,Toyota,Avalon,Saudi,White,Semi Full,3.5,Gas,Automatic,340000,Tabouk,43000,7
4118,Hyundai,Sonata,Saudi,White,Full,2.6,Gas,Automatic,280,Riyadh,25000,8
4122,Dodge,Charger,Other,Another Color,Full,5.7,Gas,Automatic,100000,Dammam,109000,5
4123,Nissan,Sentra,Saudi,White,Standard,1.6,Gas,Automatic,50700,Riyadh,37000,4
4125,Chevrolet,Silverado,Saudi,Silver,Standard,4.3,Gas,Automatic,70000,Abha,77000,3
4126,Mercedes,C,Other,White,Semi Full,2.0,Gas,Automatic,76000,Riyadh,102000,5
4127,Nissan,Altima,Saudi,White,Semi Full,3.0,Gas,Automatic,85000,Riyadh,58000,4
4128,Ford,Taurus,Saudi,Black,Full,3.0,Gas,Automatic,197000,Riyadh,58000,6
4129,Nissan,Navara,Saudi,White,Semi Full,2.0,Gas,Manual,45000,Riyadh,50000,6
4130,Kia,Optima,Saudi,Navy,Semi Full,2.0,Gas,Automatic,191,Riyadh,38500,6
4131,Kia,Optima,Saudi,Navy,Semi Full,2.0,Gas,Automatic,190000,Riyadh,38000,6
4132,Nissan,Juke,Saudi,Navy,Semi Full,2.0,Gas,Automatic,68000,Riyadh,35000,7
4134,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,34000,3
4136,Toyota,Prado,Saudi,Grey,Semi Full,4.0,Gas,Automatic,67000,Riyadh,90000,5
4137,Toyota,FJ,Saudi,White,Standard,4.0,Gas,Automatic,68500,Riyadh,117000,1
4142,Ford,Fusion,Saudi,Grey,Semi Full,2.5,Gas,Automatic,85000,Riyadh,35000,6
4144,Hyundai,H1,Other,Brown,Semi Full,7.0,Gas,Automatic,40000,Qassim,63000,3
4145,Kia,Optima,Saudi,Silver,Semi Full,2.4,Gas,Automatic,131000,Riyadh,59000,3
4146,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,186000,Al-Medina,27000,8
4147,Ford,Van,Saudi,White,Semi Full,6.8,Gas,Automatic,40000,Abha,40000,8
4150,Hyundai,Azera,Saudi,Silver,Full,3.0,Gas,Automatic,215515,Riyadh,42000,6
4153,Toyota,Land Cruiser,Saudi,Bronze,Standard,4.6,Gas,Manual,350000,Dammam,86000,8
4154,Kia,Cerato,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,141000,Dammam,25000,6
4156,Kia,Seltos,Saudi,Red,Semi Full,1.6,Gas,Automatic,10000,Riyadh,75000,0
4158,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,66000,Al-Medina,29000,2
4159,Toyota,Corolla,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,39000,Jeddah,69000,1
4162,GMC,Yukon,Saudi,Golden,Semi Full,5.3,Gas,Automatic,30000,Aseer,158000,4
4163,Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,172000,Jeddah,60000,8
4164,Kia,Cadenza,Saudi,Silver,Standard,3.0,Gas,Automatic,93000,Riyadh,57000,4
4165,Ford,Taurus,Saudi,Black,Standard,3.5,Gas,Automatic,140000,Dammam,64000,6
4166,Toyota,Previa,Gulf Arabic,White,Full,2.4,Gas,Automatic,156000,Riyadh,56500,6
4167,Chrysler,C300,Saudi,Black,Standard,3.6,Gas,Automatic,133000,Riyadh,70000,4
4168,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,15000,Riyadh,105500,1
4169,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,15000,Riyadh,105000,1
4170,GMC,Sierra,Saudi,Navy,Standard,5.3,Gas,Automatic,126000,Riyadh,111000,3
4171,Lexus,RX,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,176700,Riyadh,130000,5
4172,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,49000,Riyadh,103000,1
4173,Kia,Sportage,Saudi,Navy,Full,1.6,Gas,Automatic,7688,Riyadh,67000,1
4174,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,84000,Riyadh,69000,5
4175,Honda,Odyssey,Gulf Arabic,Brown,Full,2.7,Gas,Automatic,123000,Riyadh,59000,6
4176,Lexus,LS,Saudi,White,Full,4.6,Gas,Automatic,202000,Riyadh,133000,7
4177,Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,58000,Riyadh,151000,2
4178,Chevrolet,Tahoe,Saudi,Blue,Full,5.6,Gas,Automatic,168000,Riyadh,115500,5
4179,Mazda,3,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,54000,3
4180,Mazda,3,Saudi,Another Color,Standard,1.8,Gas,Automatic,53000,Al-Medina,54000,3
4181,Mazda,3,Saudi,Another Color,Standard,1.8,Gas,Automatic,54000,Al-Medina,54000,3
4182,Mazda,3,Saudi,Silver,Standard,1.8,Gas,Automatic,23000,Al-Medina,55000,3
4183,Mazda,CX3,Saudi,Blue,Semi Full,2.9,Gas,Automatic,78000,Al-Medina,54000,3
4184,Mazda,CX3,Saudi,White,Standard,2.0,Gas,Automatic,30000,Al-Medina,54000,3
4185,Mazda,CX3,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,55000,3
4186,Mazda,3,Saudi,White,Standard,1.6,Gas,Automatic,53000,Al-Medina,46500,2
4187,Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149500,2
4195,Hyundai,Accent,Saudi,Black,Standard,1.4,Gas,Automatic,105000,Riyadh,35000,3
4197,Porsche,Panamera,Saudi,White,Full,5.7,Gas,Automatic,108000,Al-Medina,99000,10
4198,Mercedes,S,Saudi,White,Full,3.8,Gas,Automatic,203000,Al-Medina,98000,10
4199,Honda,Accord,Saudi,Silver,Full,1.5,Gas,Automatic,70000,Al-Medina,96000,3
4200,Mercedes,S,Gulf Arabic,White,Full,3.8,Gas,Automatic,132000,Al-Medina,90000,10
4201,Mercedes,S,Saudi,Brown,Full,3.8,Gas,Automatic,114000,Al-Medina,88000,11
4202,Toyota,Avalon,Saudi,Black,Full,3.8,Gas,Automatic,156000,Al-Medina,73000,7
4203,Chevrolet,Camaro,Saudi,Grey,Full,5.7,Gas,Automatic,137000,Al-Medina,63000,8
4204,Mazda,CX3,Saudi,Brown,Standard,2.0,Gas,Automatic,49000,Al-Medina,55000,3
4205,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,84000,Al-Medina,51000,2
4206,Mazda,3,Saudi,Black,Standard,1.6,Gas,Automatic,99000,Al-Medina,45000,3
4207,Toyota,Innova,Saudi,White,Standard,2.5,Gas,Automatic,163000,Al-Medina,39000,7
4208,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,27000,Riyadh,104500,1
4209,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,128000,Riyadh,93500,3
4210,Toyota,Previa,Gulf Arabic,White,Standard,2.4,Gas,Automatic,139000,Riyadh,62000,4
4211,Mazda,3,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,129000,Riyadh,31000,5
4218,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,119000,Najran,69000,4
4219,Nissan,Pathfinder,Saudi,Silver,Semi Full,3.5,Gas,Automatic,127000,Riyadh,38000,8
4220,Hyundai,Elantra,Saudi,Grey,Standard,2.0,Gas,Automatic,146000,Riyadh,40000,4
4221,Toyota,Camry,Saudi,White,Full,3.5,Gas,Automatic,26000,Dammam,126000,1
4224,Nissan,VTC,Saudi,Grey,Standard,4.8,Gas,Automatic,100,Arar,138000,2
4225,Mitsubishi,Pajero,Gulf Arabic,White,Full,3.8,Gas,Automatic,260000,Riyadh,60000,5
4228,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Automatic,22000,Al-Ahsa,120000,1
4229,Chrysler,300,Other,Black,Full,5.7,Gas,Automatic,188000,Al-Ahsa,57000,7
4230,Kia,Carens,Saudi,Black,Standard,2.0,Gas,Automatic,102000,Al-Ahsa,40000,6
4231,Hyundai,Accent,Saudi,White,Semi Full,1.4,Gas,Automatic,95000,Al-Ahsa,41000,3
4232,Ford,Edge,Saudi,White,Semi Full,3.5,Gas,Automatic,198000,Al-Ahsa,69000,5
4234,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,110000,Al-Ahsa,51000,3
4235,Kia,Rio,Saudi,Grey,Full,1.4,Gas,Automatic,91000,Al-Ahsa,37000,5
4236,Chrysler,300,Saudi,Silver,Full,5.7,Gas,Automatic,157000,Al-Ahsa,127000,3
4237,Ford,Other,Saudi,Another Color,Full,3.2,Gas,Automatic,15500,Riyadh,90000,5
4240,Lexus,IS,Saudi,Grey,Full,3.5,Gas,Automatic,69000,Jazan,150000,4
4241,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,105000,Al-Ahsa,55000,4
4242,Fiat,Doblo,Saudi,White,Standard,1.4,Gas,Manual,119000,Al-Ahsa,25000,6
4243,Ford,Taurus,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Al-Ahsa,88000,2
4244,Nissan,Sentra,Saudi,Silver,Semi Full,1.6,Gas,Automatic,62000,Al-Ahsa,41000,3
4245,Hyundai,Tucson,Other,Brown,Semi Full,2.4,Gas,Automatic,119800,Jeddah,57000,5
4248,Nissan,Datsun,Other,White,Standard,2.4,Gas,Manual,282,Riyadh,24000,7
4251,Chevrolet,Suburban,Other,Black,Full,5.3,Gas,Automatic,263,Taef,32000,13
4255,Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,65000,Taef,52000,3
4256,Chrysler,C300,Saudi,White,Full,5.7,Gas,Automatic,200,Makkah,55000,8
4258,Volkswagen,Beetle,Saudi,Blue,Full,6.0,Gas,Automatic,130000,Makkah,55000,6
4259,Nissan,VTC,Saudi,White,Standard,4.8,Gas,Manual,340000,Al-Ahsa,49000,6
4267,Ford,Fusion,Other,Silver,Semi Full,2.5,Gas,Automatic,300000,Dammam,18000,9
4269,Hyundai,Azera,Saudi,White,Semi Full,2.4,Gas,Automatic,36000,Riyadh,48000,5
4271,Mitsubishi,Pajero,Saudi,White,Semi Full,3.5,Gas,Automatic,193000,Riyadh,45000,5
4280,Nissan,Patrol,Saudi,White,Semi Full,4.8,Gas,Automatic,247000,Jeddah,75000,6
4281,Lexus,NX,Saudi,White,Full,2.0,Gas,Automatic,4100,Jeddah,170000,1
4283,Mercedes,S,Saudi,Brown,Full,3.8,Gas,Automatic,137000,Jeddah,85000,10
4287,Nissan,Sunny,Other,White,Semi Full,1.5,Gas,Automatic,46000,Jeddah,32000,2
4288,GMC,Yukon,Saudi,Golden,Semi Full,5.3,Gas,Automatic,280000,Taef,42000,13
4293,Nissan,Navara,Saudi,White,Standard,2.5,Gas,Manual,7000,Jeddah,65000,5
4294,Nissan,Patrol,Saudi,White,Standard,4.8,Gas,Automatic,59000,Jeddah,83000,5
4297,Dodge,Charger,Other,Red,Full,5.7,Gas,Automatic,300000,Jeddah,35000,7
4298,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,190000,Al-Baha,65000,5
4299,Mitsubishi,Pajero,Saudi,Another Color,Full,3.8,Gas,Automatic,28000,Jeddah,88000,4
4301,Nissan,Land Cruiser Pickup,Saudi,White,Semi Full,6.0,Gas,Manual,236564,Taef,37000,10
4302,Lexus,RX,Saudi,Grey,Standard,3.5,Gas,Automatic,70000,Jeddah,95000,6
4310,Chevrolet,Tahoe,Other,Another Color,Full,5.3,Gas,Automatic,128,Jeddah,35000,14
4311,Mercedes,E,Saudi,White,Full,3.0,Gas,Automatic,94000,Riyadh,110000,5
4312,GMC,Yukon,Other,Black,Full,5.3,Gas,Automatic,63860,Jeddah,175000,1
4316,Ford,Edge,Saudi,Brown,Full,3.5,Gas,Automatic,76200,Dammam,77000,5
4317,Mitsubishi,Pajero,Saudi,Black,Full,3.8,Gas,Automatic,251000,Jeddah,65000,4
4320,Hyundai,H1,Other,Grey,Semi Full,2.4,Gas,Automatic,280000,Makkah,32000,5
4321,Hyundai,Tucson,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,22000,Jeddah,80000,1
4322,Nissan,Sentra,Saudi,White,Semi Full,1.6,Gas,Automatic,7000,Aseer,55000,1
4325,Volkswagen,Passat,Other,Silver,Full,2.5,Diesel,Automatic,70000,Jeddah,73000,6
4326,Ford,Expedition,Saudi,Silver,Standard,5.4,Gas,Automatic,360000,Riyadh,30000,9
4327,Dodge,Charger,Saudi,Red,Full,5.7,Gas,Automatic,144000,Yanbu,59000,8
4331,Mercedes,C,Other,Navy,Full,2.2,Gas,Automatic,95000,Jeddah,127000,5
4334,Toyota,Avalon,Saudi,White,Standard,1.2,Gas,Automatic,200000,Riyadh,80000,4
4335,Lexus,ES,Other,Bronze,Semi Full,3.5,Gas,Automatic,104000,Al-Ahsa,98000,5
4336,Chrysler,C300,Other,Silver,Semi Full,3.6,Gas,Automatic,77000,Al-Ahsa,82000,4
4337,Chrysler,C300,Other,White,Semi Full,3.6,Gas,Automatic,100000,Al-Ahsa,79500,5
4338,Kia,Rio,Saudi,Silver,Standard,1.4,Gas,Automatic,119000,Dammam,20000,5
4342,GAC,GS3,Saudi,White,Full,1.3,Gas,Automatic,9000,Al-Ahsa,57000,0
4344,Toyota,Sequoia,Saudi,Grey,Semi Full,5.7,Gas,Automatic,349900,Makkah,25000,12
4346,INFINITI,QX,Saudi,Grey,Full,5.0,Gas,Automatic,123000,Riyadh,70000,6
4347,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,37000,Dammam,107000,2
4348,Hyundai,Sonata,Saudi,Another Color,Standard,2.4,Gas,Automatic,68000,Riyadh,53000,3
4350,Kia,Rio,Saudi,Red,Standard,1.6,Gas,Automatic,150,Riyadh,22000,6
4351,Kia,Sportage,Saudi,White,Standard,2.0,Gas,Automatic,129000,Dammam,60000,3
4352,Changan,Eado,Saudi,Brown,Full,1.6,Gas,Automatic,1000,Jeddah,60000,0
4355,Maserati,Quattroporte,Saudi,Navy,Full,3.0,Gas,Automatic,125000,Dammam,125000,6
4356,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,108000,Dammam,34000,3
4357,Nissan,Datsun,Saudi,White,Semi Full,2.4,Gas,Manual,39000,Dammam,52000,5
4358,Ford,Taurus,Saudi,White,Standard,3.0,Gas,Automatic,77000,Riyadh,77000,2
4359,Lexus,GS,Gulf Arabic,White,Full,1.0,Gas,Automatic,69000,Al-Ahsa,163000,4
4361,Hyundai,Santa fe,Saudi,White,Full,3.3,Gas,Automatic,131000,Al-Ahsa,60000,5
4368,Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,228000,Dammam,160000,5
4370,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,31000,Dammam,72000,3
4371,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,93000,Dammam,79000,8
4372,Ford,Edge,Saudi,White,Full,2.5,Gas,Automatic,186000,Al-Ahsa,54000,7
4373,Ford,Edge,Gulf Arabic,White,Full,1.7,Gas,Automatic,60000,Al-Ahsa,105000,4
4376,Dodge,Charger,Saudi,Red,Standard,3.6,Gas,Automatic,300,Jeddah,38000,9
4378,Mercedes,C,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,57000,Dammam,175000,3
4379,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,115300,Dammam,35000,2
4380,Audi,A6,Saudi,White,Full,3.5,Gas,Automatic,79000,Jeddah,85000,7
4381,Mercedes,C,Saudi,Another Color,Full,2.0,Gas,Automatic,46000,Jeddah,142000,5
4384,Toyota,Corolla,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,96000,Tabouk,40000,6
4386,Geely,Azkarra,Saudi,Grey,Full,1.5,Gas,Automatic,20000,Qassim,78000,0
4391,Mercury,Marquis,Other,White,Full,3.0,Gas,Automatic,250,Tabouk,30000,11
4398,Kia,Cerato,Gulf Arabic,White,Standard,1.6,Gas,Automatic,215000,Al-Medina,30000,3
4404,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,198,Riyadh,48000,6
4410,Kia,Carens,Saudi,White,Standard,2.0,Gas,Automatic,147,Riyadh,32000,6
4413,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,28000,Dammam,110000,1
4415,Toyota,Land Cruiser,Saudi,White,Standard,4.5,Gas,Manual,86000,Dammam,90000,15
4416,Toyota,Land Cruiser,Saudi,White,Full,4.5,Gas,Automatic,199000,Dammam,77000,15
4417,Toyota,Land Cruiser,Saudi,Another Color,Full,4.5,Gas,Automatic,215000,Dammam,79000,15
4418,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,201000,Dammam,85000,3
4421,Nissan,Pathfinder,Saudi,Silver,Semi Full,6.0,Gas,Automatic,23800,Riyadh,40000,7
4423,Jeep,Grand Cherokee,Saudi,Silver,Standard,3.6,Gas,Automatic,148,Jeddah,69500,6
4425,Nissan,Datsun,Saudi,White,Full,2.4,Gas,Manual,200000,Taef,35000,6
4427,Mitsubishi,Pajero,Saudi,White,Full,3.8,Gas,Automatic,62000,Aseer,82000,3
4428,Jaguar,XF,Saudi,Black,Full,2.0,Gas,Automatic,100000,Aseer,95000,4
